Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_address_ID
CA-2021-161655,2021-05-13,2021-05-18,Second Class,3800
CA-2021-140480,2021-07-08,2021-07-12,Standard Class,3801
CA-2020-146374,2020-12-05,2020-12-10,Second Class,3801
CA-2018-109127,2018-12-21,2018-12-25,Standard Class,3802
CA-2020-137127,2020-06-16,2020-06-22,Standard Class,3803
CA-2020-105816,2020-12-11,2020-12-17,Standard Class,3804
CA-2020-146941,2020-12-10,2020-12-13,First Class,3805
CA-2019-144253,2019-05-04,2019-05-09,Second Class,3806
CA-2018-164973,2018-11-04,2018-11-09,Standard Class,3807
CA-2021-117933,2021-12-24,2021-12-29,Standard Class,3808
CA-2021-157252,2021-01-20,2021-01-23,Second Class,3809
CA-2020-100790,2020-06-26,2020-07-02,Standard Class,3810
CA-2018-127691,2018-07-22,2018-07-27,Standard Class,3811
CA-2021-134978,2021-11-12,2021-11-15,Second Class,3812
CA-2021-164826,2021-12-28,2022-01-04,Standard Class,3813
CA-2020-132661,2020-10-23,2020-10-29,Standard Class,3814
CA-2019-150196,2019-07-02,2019-07-03,First Class,3814
CA-2021-165323,2021-06-17,2021-06-21,Standard Class,3814
CA-2020-164511,2020-11-19,2020-11-24,Standard Class,3815
CA-2021-111689,2021-11-30,2021-12-02,Second Class,3816
CA-2020-110023,2020-09-09,2020-09-11,First Class,3817
CA-2019-124891,2019-07-31,2019-07-31,Same Day,3818
CA-2020-126004,2020-12-04,2020-12-05,First Class,3819
CA-2020-128727,2020-08-29,2020-09-04,Standard Class,3820
CA-2020-130407,2020-09-02,2020-09-06,Standard Class,3821
CA-2018-146640,2018-06-30,2018-07-05,Standard Class,3822
US-2021-104955,2021-03-19,2021-03-24,Standard Class,3823
CA-2021-151911,2021-04-30,2021-05-05,Second Class,3824
CA-2021-154935,2021-12-24,2021-12-29,Standard Class,3825
CA-2019-131338,2019-08-09,2019-08-12,First Class,3826
US-2021-139465,2021-08-27,2021-08-30,First Class,3827
CA-2020-139157,2020-10-01,2020-10-05,Standard Class,3828
US-2018-148838,2018-03-17,2018-03-21,Standard Class,3829
CA-2019-141040,2019-10-09,2019-10-13,Second Class,3830
CA-2021-131695,2021-06-30,2021-07-06,Standard Class,3831
CA-2021-108553,2021-04-23,2021-04-29,Standard Class,3832
CA-2021-127180,2021-10-22,2021-10-24,First Class,3833
CA-2018-127187,2018-12-04,2018-12-08,Standard Class,3834
CA-2018-100006,2018-09-07,2018-09-13,Standard Class,3835
CA-2020-134376,2020-10-02,2020-10-06,Standard Class,3836
CA-2018-100328,2018-01-28,2018-02-03,Standard Class,3837
CA-2021-131233,2021-04-14,2021-04-19,Standard Class,3838
US-2021-140074,2021-03-23,2021-03-29,Standard Class,3839
CA-2021-122280,2021-09-10,2021-09-10,Same Day,3840
CA-2021-104640,2021-11-10,2021-11-16,Standard Class,3841
CA-2020-146836,2020-05-02,2020-05-02,Same Day,3842
CA-2020-147536,2020-12-26,2020-12-31,Standard Class,3843
US-2019-142020,2019-06-04,2019-06-08,Second Class,3844
CA-2019-150791,2019-09-06,2019-09-13,Standard Class,3845
CA-2018-158337,2018-03-11,2018-03-14,Second Class,3846
CA-2020-158869,2020-08-06,2020-08-07,First Class,3847
CA-2020-145842,2020-06-17,2020-06-20,Second Class,3848
CA-2020-108434,2020-12-05,2020-12-07,Second Class,3849
CA-2018-105872,2018-05-30,2018-06-06,Standard Class,3849
CA-2020-119683,2020-03-12,2020-03-16,Second Class,3850
CA-2019-163762,2019-11-27,2019-12-01,Standard Class,3851
CA-2021-141873,2021-10-09,2021-10-14,Standard Class,3852
CA-2021-117863,2021-05-18,2021-05-23,Standard Class,3853
CA-2020-149902,2020-04-01,2020-04-06,Standard Class,3854
CA-2018-114517,2018-12-23,2018-12-27,Standard Class,3855
US-2019-134271,2019-04-18,2019-04-23,Second Class,3856
CA-2019-143105,2019-12-10,2019-12-10,Same Day,3857
CA-2018-130624,2018-06-21,2018-06-24,First Class,3858
CA-2018-147235,2018-03-24,2018-03-28,Standard Class,3859
CA-2018-107454,2018-11-02,2018-11-06,Standard Class,3860
CA-2021-163531,2021-06-26,2021-06-30,Standard Class,3861
CA-2019-165050,2019-12-07,2019-12-09,First Class,3862
CA-2020-123015,2020-12-26,2020-12-30,Standard Class,3863
CA-2019-130876,2019-05-12,2019-05-16,Second Class,3864
CA-2021-123043,2021-08-24,2021-08-29,Standard Class,3865
CA-2021-164378,2021-07-15,2021-07-18,Second Class,3866
CA-2020-161158,2020-05-09,2020-05-13,Standard Class,3867
CA-2021-105193,2021-03-25,2021-03-31,Standard Class,3868
US-2019-160857,2019-05-08,2019-05-15,Standard Class,3869
CA-2018-111773,2018-06-29,2018-07-03,Standard Class,3870
CA-2019-113152,2019-12-25,2019-12-30,Standard Class,3870
CA-2021-115105,2021-02-06,2021-02-11,Standard Class,3871
CA-2018-141152,2018-09-16,2018-09-19,First Class,3872
CA-2021-104822,2021-10-20,2021-10-20,Same Day,3873
CA-2018-166891,2018-10-04,2018-10-06,First Class,3874
CA-2020-101161,2020-10-13,2020-10-20,Standard Class,3875
CA-2018-146864,2018-12-22,2018-12-26,Standard Class,3876
CA-2020-126795,2020-06-13,2020-06-16,Second Class,3877
CA-2018-145541,2018-12-14,2018-12-21,Standard Class,3878
CA-2019-135489,2019-09-19,2019-09-22,Second Class,3879
US-2020-155103,2020-12-02,2020-12-07,Standard Class,3880
CA-2019-105361,2019-03-29,2019-04-04,Standard Class,3881
US-2021-123204,2021-07-21,2021-07-27,Standard Class,3882
CA-2018-146990,2018-11-07,2018-11-08,First Class,3883
CA-2021-135377,2021-12-13,2021-12-18,Standard Class,3883
US-2021-101840,2021-02-06,2021-02-12,Standard Class,3884
CA-2019-136658,2019-09-10,2019-09-17,Standard Class,3885
CA-2021-112172,2021-06-10,2021-06-14,Second Class,3886
CA-2021-115322,2021-05-11,2021-05-16,Second Class,3887
US-2021-126053,2021-12-05,2021-12-08,First Class,3888
CA-2020-110975,2020-12-25,2020-12-30,Standard Class,3889
CA-2018-140396,2018-11-20,2018-11-25,Standard Class,3890
CA-2019-142734,2019-04-16,2019-04-21,Standard Class,3891
CA-2020-116603,2020-07-17,2020-07-22,Standard Class,3892
CA-2018-103429,2018-05-30,2018-06-01,First Class,3893
CA-2020-120082,2020-03-25,2020-03-27,Second Class,3894
CA-2019-114811,2019-11-08,2019-11-08,Same Day,3895
CA-2021-113572,2021-11-07,2021-11-11,Standard Class,3896
CA-2019-116512,2019-04-09,2019-04-14,Standard Class,3897
CA-2019-145758,2019-10-30,2019-10-30,Same Day,3898
US-2021-118535,2021-02-11,2021-02-15,Standard Class,3899
CA-2021-132437,2021-09-08,2021-09-13,Second Class,3900
US-2018-169390,2018-02-07,2018-02-10,Second Class,3901
CA-2019-132276,2019-02-23,2019-02-28,Standard Class,3902
CA-2019-165799,2019-06-29,2019-07-02,First Class,3903
CA-2020-100510,2020-05-12,2020-05-17,Standard Class,3904
US-2020-102141,2020-08-26,2020-08-31,Standard Class,3905
CA-2020-168046,2020-01-25,2020-01-28,Second Class,3906
CA-2020-105459,2020-08-12,2020-08-17,Second Class,3907
CA-2018-101833,2018-11-17,2018-11-22,Second Class,3908
CA-2021-102925,2021-11-05,2021-11-10,Second Class,3909
CA-2020-105263,2020-08-06,2020-08-11,Standard Class,3910
CA-2021-108931,2021-09-14,2021-09-19,Standard Class,3911
CA-2021-117128,2021-12-05,2021-12-08,Second Class,3912
CA-2020-105781,2020-02-16,2020-02-20,Standard Class,3913
CA-2019-122973,2019-07-18,2019-07-20,Second Class,3914
CA-2020-100587,2020-12-10,2020-12-14,Standard Class,3915
CA-2021-161018,2021-11-09,2021-11-11,Second Class,3916
CA-2019-137225,2019-12-15,2019-12-19,Standard Class,3917
US-2019-150231,2019-03-16,2019-03-20,Second Class,3917
CA-2021-163139,2021-12-01,2021-12-03,Second Class,3918
CA-2020-129714,2020-09-01,2020-09-03,First Class,3919
CA-2021-144904,2021-09-25,2021-10-01,Standard Class,3920
CA-2021-101798,2021-12-11,2021-12-15,Standard Class,3921
CA-2019-147851,2019-12-03,2019-12-08,Standard Class,3922
CA-2021-163020,2021-09-15,2021-09-19,Standard Class,3923
CA-2021-117240,2021-07-23,2021-07-28,Standard Class,3924
CA-2018-148488,2018-12-10,2018-12-15,Standard Class,3925
CA-2021-143259,2021-12-30,2022-01-03,Standard Class,3926
CA-2019-111164,2019-04-11,2019-04-15,Standard Class,3927
CA-2019-110667,2019-04-04,2019-04-08,Standard Class,3928
CA-2020-137050,2020-07-14,2020-07-18,Second Class,3929
US-2020-162859,2020-02-15,2020-02-22,Standard Class,3930
CA-2021-115602,2021-12-18,2021-12-24,Standard Class,3931
CA-2020-154711,2020-11-22,2020-11-26,Standard Class,3932
US-2020-104794,2020-12-16,2020-12-19,First Class,3933
US-2021-121251,2021-03-26,2021-03-27,First Class,3934
US-2021-168613,2021-10-08,2021-10-14,Standard Class,3934
CA-2021-157987,2021-09-02,2021-09-06,Standard Class,3935
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,3936
CA-2021-167101,2021-03-24,2021-03-28,Second Class,3937
US-2021-157896,2021-11-16,2021-11-16,Same Day,3938
CA-2020-117282,2020-07-14,2020-07-18,Standard Class,3939
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,3940
CA-2019-129854,2019-08-22,2019-08-26,Standard Class,3941
CA-2019-130995,2019-11-01,2019-11-06,Standard Class,3942
CA-2021-116225,2021-11-05,2021-11-09,Standard Class,3943
CA-2018-110639,2018-08-23,2018-08-23,Same Day,3944
US-2019-127040,2019-12-06,2019-12-10,Standard Class,3945
CA-2018-121573,2018-11-03,2018-11-07,Standard Class,3945
CA-2018-148586,2018-03-25,2018-04-01,Standard Class,3946
CA-2021-148691,2021-12-03,2021-12-09,Standard Class,3947
CA-2019-110632,2019-03-17,2019-03-22,Second Class,3948
CA-2021-156818,2021-07-11,2021-07-13,Second Class,3949
US-2019-104185,2019-09-03,2019-09-08,Second Class,3950
CA-2021-116519,2021-10-13,2021-10-15,First Class,3951
CA-2019-139584,2019-08-24,2019-08-28,Standard Class,3952
CA-2021-109750,2021-07-22,2021-07-28,Standard Class,3953
CA-2021-131625,2021-09-01,2021-09-05,Second Class,3954
CA-2019-144386,2019-11-05,2019-11-11,Standard Class,3955
CA-2019-120810,2019-07-23,2019-07-27,Standard Class,3956
CA-2020-150945,2020-12-18,2020-12-20,Second Class,3957
CA-2020-113425,2020-11-21,2020-11-21,Same Day,3957
CA-2020-167556,2020-03-29,2020-04-02,Standard Class,3958
CA-2018-127936,2018-09-02,2018-09-04,First Class,3959
CA-2020-118759,2020-11-14,2020-11-17,First Class,3960
CA-2020-139556,2020-04-26,2020-05-01,Standard Class,3961
CA-2018-119151,2018-11-25,2018-11-29,Second Class,3962
CA-2019-118227,2019-04-24,2019-04-28,Standard Class,3963
US-2018-138828,2018-09-02,2018-09-03,First Class,3964
CA-2020-125815,2020-10-28,2020-11-01,Second Class,3965
CA-2019-153906,2019-03-16,2019-03-20,Standard Class,3966
CA-2018-125171,2018-09-03,2018-09-03,Same Day,3967
CA-2021-154137,2021-11-11,2021-11-17,Standard Class,3968
CA-2018-160766,2018-09-14,2018-09-14,Same Day,3969
CA-2021-155607,2021-11-26,2021-11-30,Standard Class,3970
CA-2020-111213,2020-04-01,2020-04-05,Standard Class,3971
CA-2019-103177,2019-05-30,2019-06-01,First Class,3972
CA-2019-142055,2019-05-08,2019-05-10,First Class,3973
CA-2020-101742,2020-09-23,2020-09-28,Second Class,3974
CA-2021-109099,2021-10-06,2021-10-11,Standard Class,3975
CA-2021-136000,2021-09-22,2021-09-25,Second Class,3976
US-2018-105151,2018-03-30,2018-03-31,First Class,3977
CA-2020-166912,2020-01-15,2020-01-17,First Class,3978
CA-2018-107524,2018-03-02,2018-03-08,Standard Class,3979
CA-2020-124100,2020-03-31,2020-04-06,Standard Class,3980
US-2020-155180,2020-01-22,2020-01-29,Standard Class,3981
CA-2019-133536,2019-03-28,2019-03-30,Second Class,3982
CA-2021-144848,2021-04-04,2021-04-05,First Class,3983
CA-2021-143035,2021-10-03,2021-10-05,Second Class,3984
CA-2018-110065,2018-08-05,2018-08-11,Standard Class,3985
CA-2021-102197,2021-12-20,2021-12-26,Standard Class,3986
CA-2021-159156,2021-11-13,2021-11-16,First Class,3987
US-2021-166037,2021-01-28,2021-02-01,Standard Class,3988
CA-2020-140438,2020-12-24,2020-12-27,Second Class,3989
CA-2020-113607,2020-10-14,2020-10-18,Standard Class,3989
CA-2019-140557,2019-09-07,2019-09-11,Standard Class,3990
CA-2021-107132,2021-06-26,2021-06-30,Standard Class,3991
CA-2019-141740,2019-11-01,2019-11-05,Standard Class,3992
CA-2021-103443,2021-12-17,2021-12-23,Standard Class,3993
CA-2020-101980,2020-08-19,2020-08-20,First Class,3994
CA-2019-124933,2019-12-26,2019-12-30,Second Class,3995
CA-2021-104906,2021-02-13,2021-02-17,Standard Class,3996
CA-2021-100097,2021-11-26,2021-11-29,Second Class,3997
CA-2019-159590,2019-07-18,2019-07-21,First Class,3998
CA-2018-168473,2018-12-26,2019-01-01,Standard Class,3999
CA-2019-108588,2019-01-05,2019-01-10,Standard Class,4000
US-2018-111353,2018-11-29,2018-12-06,Standard Class,4001
CA-2021-120168,2021-05-25,2021-05-25,Same Day,4002
CA-2018-109904,2018-07-14,2018-07-17,Second Class,4003
US-2020-164945,2020-11-22,2020-11-27,Standard Class,4004
CA-2018-109855,2018-09-01,2018-09-05,Standard Class,4005
CA-2020-169670,2020-12-25,2020-12-31,Standard Class,4006
CA-2021-133620,2021-11-13,2021-11-18,Standard Class,4007
CA-2019-110814,2019-12-05,2019-12-09,Second Class,4008
CA-2020-132899,2020-04-07,2020-04-11,Standard Class,4009
CA-2018-146815,2018-09-08,2018-09-13,Standard Class,4010
US-2019-163825,2019-06-16,2019-06-19,First Class,4011
US-2020-126431,2020-07-01,2020-07-01,Same Day,4012
CA-2020-127761,2020-11-10,2020-11-14,Standard Class,4013
US-2021-108343,2021-07-20,2021-07-25,Standard Class,4014
CA-2021-100433,2021-08-11,2021-08-16,Standard Class,4015
CA-2020-144785,2020-04-18,2020-04-23,Standard Class,4016
CA-2020-158155,2020-05-02,2020-05-06,Standard Class,4017
US-2019-116981,2019-03-26,2019-03-28,Second Class,4018
CA-2020-169824,2020-12-12,2020-12-17,Standard Class,4019
CA-2021-146780,2021-12-25,2021-12-30,Standard Class,4020
CA-2019-102281,2019-10-12,2019-10-14,First Class,4021
CA-2020-138520,2020-04-08,2020-04-13,Standard Class,4022
CA-2021-162929,2021-11-19,2021-11-22,First Class,4023
CA-2021-140844,2021-06-19,2021-06-23,Standard Class,4024
CA-2021-161480,2021-12-25,2021-12-29,Standard Class,4025
CA-2018-112158,2018-12-02,2018-12-04,First Class,4026
CA-2018-113887,2018-04-05,2018-04-07,First Class,4027
CA-2019-100454,2019-11-20,2019-11-25,Standard Class,4028
CA-2020-123274,2020-02-19,2020-02-24,Standard Class,4029
US-2018-135881,2018-05-23,2018-05-27,Standard Class,4029
CA-2018-125612,2018-08-03,2018-08-08,Standard Class,4030
CA-2020-144939,2020-10-03,2020-10-08,Standard Class,4031
CA-2020-102981,2020-09-06,2020-09-09,Second Class,4032
CA-2021-106943,2021-11-14,2021-11-19,Standard Class,4033
CA-2018-127964,2018-03-03,2018-03-08,Standard Class,4034
CA-2021-145226,2021-12-08,2021-12-10,Second Class,4035
CA-2019-132080,2019-08-22,2019-08-25,First Class,4036
CA-2019-124268,2019-07-04,2019-07-08,Standard Class,4037
CA-2020-124485,2020-11-24,2020-11-26,First Class,4038
CA-2020-136329,2020-07-09,2020-07-13,Standard Class,4039
CA-2018-119032,2018-11-27,2018-12-03,Standard Class,4040
CA-2019-164623,2019-10-20,2019-10-22,First Class,4040
CA-2021-166436,2021-11-24,2021-11-28,Standard Class,4041
CA-2021-143112,2021-10-05,2021-10-09,Standard Class,4041
CA-2020-139885,2020-12-04,2020-12-08,Standard Class,4042
CA-2019-114069,2019-07-13,2019-07-15,Second Class,4043
CA-2021-102771,2021-03-31,2021-04-05,Standard Class,4044
CA-2021-100636,2021-06-26,2021-06-30,Standard Class,4044
CA-2021-107874,2021-11-21,2021-11-25,Standard Class,4045
US-2019-137960,2019-12-18,2019-12-18,Same Day,4046
CA-2019-105102,2019-09-15,2019-09-19,Second Class,4047
CA-2019-137897,2019-11-14,2019-11-19,Standard Class,4048
CA-2019-111458,2019-09-26,2019-09-30,Standard Class,4049
CA-2020-165848,2020-06-04,2020-06-04,Same Day,4050
CA-2021-108441,2021-06-12,2021-06-18,Standard Class,4051
CA-2021-123372,2021-11-28,2021-12-02,Standard Class,4052
CA-2020-127775,2020-06-11,2020-06-13,Second Class,4053
CA-2021-167668,2021-05-06,2021-05-08,First Class,4054
US-2021-102638,2021-12-29,2021-12-31,First Class,4055
CA-2019-166464,2019-09-12,2019-09-17,Standard Class,4056
CA-2020-153353,2020-08-18,2020-08-24,Standard Class,4057
US-2019-138919,2019-09-17,2019-09-21,Standard Class,4058
CA-2019-112557,2019-04-25,2019-04-28,First Class,4059
CA-2020-120558,2020-06-07,2020-06-10,First Class,4060
CA-2021-123981,2021-10-02,2021-10-08,Standard Class,4061
CA-2018-154641,2018-08-11,2018-08-16,Standard Class,4062
CA-2018-159478,2018-09-30,2018-10-06,Standard Class,4063
CA-2019-138954,2019-11-15,2019-11-17,First Class,4063
CA-2021-113418,2021-10-01,2021-10-03,First Class,4064
CA-2019-130659,2019-12-04,2019-12-09,Second Class,4065
CA-2020-155565,2020-05-28,2020-05-28,Same Day,4066
CA-2021-118521,2021-02-16,2021-02-20,Standard Class,4067
CA-2021-148068,2021-09-18,2021-09-25,Standard Class,4068
US-2019-166520,2019-07-16,2019-07-19,First Class,4069
CA-2020-161473,2020-04-01,2020-04-05,Standard Class,4070
CA-2021-115546,2021-05-14,2021-05-18,Standard Class,4071
US-2021-136868,2021-10-06,2021-10-12,Standard Class,4072
CA-2021-118367,2021-10-28,2021-11-02,Second Class,4073
CA-2021-111556,2021-11-20,2021-11-22,First Class,4074
CA-2021-168641,2021-11-24,2021-12-01,Standard Class,4075
US-2018-150126,2018-07-27,2018-08-02,Standard Class,4076
CA-2020-120530,2020-04-07,2020-04-12,Standard Class,4077
CA-2020-152408,2020-05-15,2020-05-21,Standard Class,4078
CA-2021-110884,2021-03-07,2021-03-12,Standard Class,4079
CA-2019-169796,2019-11-09,2019-11-14,Standard Class,4080
CA-2020-111941,2020-12-25,2020-12-28,Second Class,4081
CA-2020-167115,2020-04-04,2020-04-09,Standard Class,4082
CA-2019-148712,2019-04-17,2019-04-23,Standard Class,4083
CA-2020-157259,2020-12-24,2020-12-28,Standard Class,4083
US-2020-127425,2020-08-26,2020-08-31,Standard Class,4084
CA-2020-158001,2020-08-23,2020-08-27,Standard Class,4085
US-2018-143707,2018-03-01,2018-03-05,Standard Class,4086
CA-2021-161067,2021-09-03,2021-09-06,Second Class,4087
US-2019-126977,2019-09-17,2019-09-23,Standard Class,4088
CA-2020-114895,2020-11-21,2020-11-28,Standard Class,4089
CA-2021-100111,2021-09-20,2021-09-26,Standard Class,4090
CA-2020-141523,2020-12-19,2020-12-24,Second Class,4091
CA-2019-161711,2019-11-28,2019-12-03,Standard Class,4092
CA-2021-107552,2021-05-05,2021-05-05,Same Day,4093
CA-2019-126739,2019-11-01,2019-11-03,Second Class,4094
CA-2021-100230,2021-12-11,2021-12-15,Standard Class,4095
CA-2020-162943,2020-07-24,2020-07-26,Second Class,4096
CA-2019-137925,2019-11-30,2019-12-04,Standard Class,4097
US-2020-154256,2020-06-23,2020-06-27,Second Class,4098
CA-2020-109666,2020-04-19,2020-04-26,Standard Class,4099
CA-2019-128013,2019-08-09,2019-08-16,Standard Class,4100
US-2019-156797,2019-08-11,2019-08-15,Standard Class,4101
US-2021-104437,2021-01-27,2021-01-31,Standard Class,4102
CA-2018-163412,2018-12-20,2018-12-23,Second Class,4103
CA-2019-113740,2019-08-24,2019-08-28,Second Class,4104
CA-2021-166184,2021-03-24,2021-03-27,First Class,4105
CA-2021-120404,2021-11-20,2021-11-24,Second Class,4106
CA-2019-145814,2019-11-19,2019-11-24,Standard Class,4107
CA-2019-132465,2019-09-11,2019-09-15,Second Class,4108
CA-2020-145611,2020-09-20,2020-09-24,Standard Class,4109
CA-2020-168543,2020-07-03,2020-07-07,Standard Class,4110
CA-2021-143658,2021-11-08,2021-11-13,Second Class,4111
CA-2019-120915,2019-09-28,2019-10-03,Second Class,4112
CA-2020-135965,2020-09-22,2020-09-25,First Class,4113
CA-2018-131800,2018-12-30,2019-01-04,Standard Class,4114
CA-2020-103359,2020-12-22,2020-12-26,Standard Class,4115
CA-2018-137575,2018-08-06,2018-08-11,Standard Class,4116
CA-2018-151946,2018-06-04,2018-06-09,Standard Class,4117
CA-2018-157644,2018-12-31,2019-01-01,First Class,4118
CA-2020-102127,2020-06-26,2020-07-02,Standard Class,4119
CA-2019-166492,2019-04-07,2019-04-10,First Class,4120
CA-2020-101623,2020-02-28,2020-03-06,Standard Class,4121
CA-2020-166618,2020-11-14,2020-11-18,Standard Class,4122
US-2021-102183,2021-08-21,2021-08-28,Standard Class,4123
US-2019-153283,2019-11-12,2019-11-18,Standard Class,4124
CA-2021-162789,2021-09-22,2021-09-24,Second Class,4125
CA-2018-116246,2018-09-12,2018-09-17,Second Class,4126
CA-2018-100391,2018-05-25,2018-05-29,Standard Class,4127
CA-2021-152975,2021-09-14,2021-09-16,First Class,4128
CA-2018-156160,2018-09-22,2018-09-29,Standard Class,4129
CA-2021-140536,2021-04-04,2021-04-05,First Class,4130
CA-2021-169999,2021-06-19,2021-06-26,Standard Class,4131
CA-2019-130855,2019-12-29,2020-01-05,Standard Class,4132
CA-2020-122581,2020-08-21,2020-08-25,Standard Class,4133
CA-2019-105508,2019-09-24,2019-09-29,Standard Class,4134
CA-2019-159534,2019-03-20,2019-03-23,First Class,4135
CA-2021-117947,2021-08-18,2021-08-23,Second Class,4136
CA-2020-123666,2020-03-26,2020-03-30,Standard Class,4137
CA-2020-149797,2020-09-15,2020-09-20,Standard Class,4138
CA-2021-135279,2021-04-09,2021-04-11,First Class,4139
US-2021-103247,2021-10-05,2021-10-08,Second Class,4140
CA-2019-108665,2019-07-06,2019-07-10,Standard Class,4141
CA-2021-100524,2021-03-31,2021-04-02,Second Class,4142
CA-2018-134278,2018-07-06,2018-07-08,First Class,4143
US-2021-102890,2021-06-30,2021-06-30,Same Day,4144
CA-2020-102456,2020-02-27,2020-03-01,First Class,4145
CA-2019-156524,2019-11-20,2019-11-26,Standard Class,4145
CA-2021-132234,2021-10-16,2021-10-18,First Class,4146
US-2020-118780,2020-09-10,2020-09-14,Second Class,4147
CA-2019-164539,2019-11-16,2019-11-22,Standard Class,4148
US-2019-157154,2019-01-10,2019-01-15,Standard Class,4149
CA-2020-154788,2020-04-30,2020-05-04,Standard Class,4150
CA-2020-169943,2020-05-19,2020-05-24,Standard Class,4151
CA-2020-124667,2020-11-11,2020-11-16,Standard Class,4152
CA-2018-102008,2018-09-30,2018-10-04,Standard Class,4153
CA-2019-109512,2019-03-05,2019-03-05,Same Day,4154
CA-2019-113145,2019-11-01,2019-11-05,Standard Class,4155
CA-2021-140949,2021-03-17,2021-03-22,Second Class,4156
CA-2018-145212,2018-09-13,2018-09-19,Standard Class,4157
CA-2021-148929,2021-09-07,2021-09-11,Standard Class,4158
CA-2020-131499,2020-09-08,2020-09-10,First Class,4159
CA-2019-164441,2019-11-08,2019-11-13,Standard Class,4160
CA-2021-147564,2021-10-02,2021-10-06,Standard Class,4161
CA-2021-105235,2021-12-05,2021-12-11,Standard Class,4162
CA-2021-168858,2021-11-19,2021-11-23,Standard Class,4163
CA-2021-168193,2021-03-06,2021-03-11,Second Class,4164
CA-2020-137848,2020-01-15,2020-01-21,Standard Class,4165
CA-2019-140984,2019-09-14,2019-09-18,Standard Class,4166
CA-2021-136350,2021-06-24,2021-06-26,Second Class,4167
CA-2019-105599,2019-09-07,2019-09-07,Same Day,4168
CA-2018-168130,2018-09-19,2018-09-19,Same Day,4169
CA-2018-166989,2018-11-14,2018-11-18,Standard Class,4170
CA-2021-118360,2021-04-01,2021-04-07,Standard Class,4171
CA-2020-101336,2020-11-13,2020-11-18,Standard Class,4172
CA-2020-143910,2020-08-12,2020-08-16,Standard Class,4173
US-2019-141684,2019-06-29,2019-07-04,Standard Class,4174
CA-2020-125164,2020-11-10,2020-11-14,Standard Class,4175
CA-2018-132227,2018-11-04,2018-11-10,Standard Class,4176
CA-2021-136511,2021-03-23,2021-03-25,Second Class,4177
US-2018-121566,2018-06-30,2018-07-06,Standard Class,4178
CA-2021-167080,2021-06-10,2021-06-14,Standard Class,4179
CA-2020-119865,2020-06-21,2020-06-26,Standard Class,4180
CA-2020-123120,2020-09-04,2020-09-08,Standard Class,4181
CA-2021-105333,2021-11-30,2021-12-04,Standard Class,4182
CA-2019-142475,2019-12-03,2019-12-07,Standard Class,4183
CA-2020-147431,2020-02-02,2020-02-07,Standard Class,4184
CA-2019-103933,2019-09-25,2019-09-27,First Class,4185
CA-2018-124856,2018-09-29,2018-10-03,Second Class,4186
CA-2020-133319,2020-09-05,2020-09-11,Standard Class,4187
CA-2021-122308,2021-03-24,2021-03-28,Standard Class,4187
CA-2020-130288,2020-11-26,2020-11-30,Second Class,4188
CA-2019-143980,2019-12-25,2019-12-29,Standard Class,4189
CA-2021-104010,2021-04-23,2021-04-25,First Class,4190
CA-2020-151561,2020-09-01,2020-09-07,Standard Class,4191
US-2020-113677,2020-11-13,2020-11-19,Standard Class,4192
CA-2018-163447,2018-12-27,2018-12-31,Standard Class,4193
CA-2018-133305,2018-07-11,2018-07-15,Standard Class,4194
US-2019-109015,2019-09-06,2019-09-12,Standard Class,4195
CA-2020-129126,2020-12-14,2020-12-19,Standard Class,4196
CA-2021-113908,2021-06-03,2021-06-09,Standard Class,4197
US-2021-148866,2021-09-19,2021-09-24,Standard Class,4198
CA-2021-128265,2021-11-17,2021-11-22,Second Class,4199
CA-2021-103352,2021-11-27,2021-11-30,Second Class,4200
CA-2021-109211,2021-04-04,2021-04-10,Standard Class,4201
CA-2020-106243,2020-09-30,2020-10-04,Standard Class,4202
CA-2021-143021,2021-11-19,2021-11-19,Same Day,4203
CA-2019-110765,2019-10-16,2019-10-20,Second Class,4204
CA-2021-131653,2021-01-29,2021-02-05,Standard Class,4205
CA-2020-145548,2020-11-11,2020-11-16,Standard Class,4206
CA-2021-144596,2021-11-06,2021-11-10,Standard Class,4207
CA-2020-137337,2020-03-08,2020-03-12,Standard Class,4208
CA-2020-132066,2020-10-16,2020-10-20,Standard Class,4209
CA-2021-168172,2021-08-06,2021-08-10,Standard Class,4210
CA-2018-103058,2018-07-23,2018-07-24,First Class,4211
CA-2018-138100,2018-09-15,2018-09-20,Standard Class,4212
CA-2021-125367,2021-07-23,2021-07-30,Standard Class,4213
US-2021-155866,2021-11-17,2021-11-21,Standard Class,4214
US-2021-146906,2021-03-13,2021-03-17,Standard Class,4215
CA-2019-164084,2019-09-07,2019-09-12,Standard Class,4216
CA-2018-119977,2018-10-08,2018-10-13,Second Class,4217
CA-2020-121447,2020-02-21,2020-02-22,First Class,4218
CA-2018-124513,2018-09-21,2018-09-25,Standard Class,4219
CA-2019-160227,2019-11-02,2019-11-04,First Class,4220
CA-2020-139409,2020-09-05,2020-09-07,First Class,4221
CA-2020-153836,2020-10-30,2020-11-03,Standard Class,4222
CA-2018-125997,2018-09-20,2018-09-23,First Class,4223
CA-2020-116596,2020-10-27,2020-10-31,Standard Class,4224
CA-2020-168844,2020-05-31,2020-06-06,Standard Class,4225
