Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID
CA-2019-142993,2019-10-12,2019-10-17,Standard Class,KA-16525
CA-2019-143364,2019-07-14,2019-07-19,Second Class,TG-21310
CA-2020-136994,2020-05-27,2020-06-02,Standard Class,LS-17245
US-2021-166233,2021-07-03,2021-07-09,Standard Class,MO-17950
CA-2021-122112,2021-09-25,2021-09-29,Standard Class,CA-11965
CA-2020-101672,2020-10-03,2020-10-07,Standard Class,DB-12910
CA-2021-168403,2021-09-09,2021-09-15,Standard Class,DK-12835
CA-2019-148705,2019-03-12,2019-03-18,Standard Class,EB-14170
CA-2020-160241,2020-11-29,2020-12-04,Second Class,DR-12940
CA-2020-155747,2020-06-14,2020-06-21,Standard Class,JS-15685
CA-2021-118017,2021-12-03,2021-12-06,Second Class,LC-16870
CA-2020-113117,2020-08-16,2020-08-22,Standard Class,JP-15520
CA-2020-148684,2020-12-25,2020-12-29,Standard Class,TS-21655
CA-2021-125367,2021-07-23,2021-07-30,Standard Class,NM-18445
CA-2021-124744,2021-06-21,2021-06-25,Standard Class,EH-14125
CA-2021-128363,2021-08-13,2021-08-18,Standard Class,DC-12850
CA-2019-126669,2019-11-07,2019-11-13,Standard Class,DO-13645
US-2019-118766,2019-10-15,2019-10-22,Standard Class,LS-16975
CA-2020-112585,2020-07-30,2020-08-02,First Class,RW-19630
CA-2020-149762,2020-12-03,2020-12-07,Standard Class,RD-19720
CA-2020-167605,2020-04-28,2020-04-30,Second Class,RB-19570
US-2021-105697,2021-08-25,2021-08-27,First Class,JE-15715
CA-2021-165323,2021-06-17,2021-06-21,Standard Class,SR-20740
CA-2019-110891,2019-11-20,2019-11-24,Standard Class,PO-19195
CA-2021-100783,2021-09-04,2021-09-08,Second Class,JK-16120
CA-2019-152513,2019-07-04,2019-07-08,Second Class,JP-16135
CA-2021-139822,2021-09-15,2021-09-21,Standard Class,Dp-13240
CA-2021-134096,2021-09-24,2021-09-29,Standard Class,PP-18955
CA-2020-125843,2020-08-13,2020-08-16,First Class,RF-19840
CA-2021-120404,2021-11-20,2021-11-24,Second Class,KH-16330
CA-2021-167549,2021-07-25,2021-07-27,First Class,EM-14200
CA-2020-120082,2020-03-25,2020-03-27,Second Class,DK-12835
US-2020-168095,2020-07-15,2020-07-20,Standard Class,MC-17425
CA-2021-166093,2021-08-17,2021-08-24,Standard Class,RW-19540
CA-2020-146325,2020-12-14,2020-12-17,First Class,DS-13180
CA-2021-134194,2021-12-25,2022-01-01,Standard Class,GA-14725
CA-2018-131009,2018-03-01,2018-03-05,Standard Class,SC-20380
CA-2019-145814,2019-11-19,2019-11-24,Standard Class,KD-16345
CA-2018-138359,2018-04-01,2018-04-06,Standard Class,KH-16330
CA-2021-131807,2021-10-05,2021-10-10,Standard Class,GG-14650
CA-2021-104864,2021-11-18,2021-11-23,Second Class,JS-15685
CA-2019-138219,2019-03-23,2019-03-30,Standard Class,BP-11095
CA-2020-157707,2020-10-10,2020-10-12,First Class,CC-12610
US-2019-126753,2019-08-16,2019-08-20,Standard Class,SP-20860
CA-2018-166051,2018-05-31,2018-06-05,Standard Class,JK-15625
CA-2019-113040,2019-08-27,2019-08-31,Standard Class,CC-12100
CA-2018-103800,2018-01-03,2018-01-07,Standard Class,DP-13000
CA-2018-113383,2018-09-10,2018-09-13,First Class,SF-20065
CA-2021-152499,2021-01-22,2021-01-25,Second Class,EH-13765
CA-2020-151498,2020-04-21,2020-04-24,First Class,DN-13690
CA-2020-137939,2020-07-20,2020-07-23,Second Class,PJ-19015
US-2020-117793,2020-08-23,2020-08-29,Standard Class,MA-17560
CA-2020-133872,2020-06-14,2020-06-17,First Class,VM-21835
US-2019-165743,2019-11-20,2019-11-23,Second Class,MM-18055
US-2021-105998,2021-11-03,2021-11-05,First Class,CR-12580
US-2018-148194,2018-05-04,2018-05-07,First Class,BS-11365
US-2019-151407,2019-11-08,2019-11-12,Standard Class,RD-19585
CA-2019-110870,2019-12-12,2019-12-15,First Class,KD-16270
CA-2018-143210,2018-12-01,2018-12-03,First Class,AA-10645
CA-2020-139808,2020-10-07,2020-10-11,Standard Class,MC-18100
CA-2019-110863,2019-11-17,2019-11-24,Standard Class,AA-10645
CA-2018-127859,2018-03-17,2018-03-20,Second Class,QJ-19255
US-2019-136427,2019-06-20,2019-06-23,First Class,JM-16195
CA-2021-120168,2021-05-25,2021-05-25,Same Day,TB-21625
US-2018-131870,2018-09-09,2018-09-11,First Class,NF-18595
CA-2021-114804,2021-10-17,2021-10-19,Second Class,BF-11020
CA-2021-167227,2021-11-02,2021-11-05,First Class,NP-18670
CA-2018-129189,2018-07-21,2018-07-25,Standard Class,HM-14860
CA-2019-132465,2019-09-11,2019-09-15,Second Class,DM-13525
CA-2020-166373,2020-10-21,2020-10-25,Standard Class,JF-15565
CA-2020-158806,2020-01-07,2020-01-11,Standard Class,NM-18520
CA-2019-119690,2019-06-25,2019-06-28,First Class,MV-17485
CA-2019-153738,2019-09-20,2019-09-22,First Class,AG-10270
CA-2021-169012,2021-07-10,2021-07-14,Standard Class,BF-11275
CA-2021-109393,2021-06-30,2021-07-02,Second Class,JC-15775
CA-2021-121489,2021-08-21,2021-08-25,Second Class,CM-11815
US-2021-133081,2021-03-11,2021-03-15,Standard Class,PV-18985
CA-2021-165008,2021-09-15,2021-09-17,Second Class,DO-13645
CA-2020-145611,2020-09-20,2020-09-24,Standard Class,HA-14905
CA-2020-113600,2020-12-15,2020-12-17,Second Class,SH-20395
CA-2021-130834,2021-11-03,2021-11-06,Second Class,JM-16195
CA-2020-168543,2020-07-03,2020-07-07,Standard Class,DK-13225
CA-2018-144974,2018-09-26,2018-09-30,Standard Class,CM-12715
CA-2018-109904,2018-07-14,2018-07-17,Second Class,BF-10975
CA-2021-152205,2021-09-28,2021-10-05,Standard Class,SF-20965
CA-2019-121188,2019-08-28,2019-09-04,Standard Class,CB-12025
CA-2019-156013,2019-09-20,2019-09-26,Standard Class,TC-20980
CA-2020-132997,2020-11-07,2020-11-09,First Class,LW-17215
US-2019-160563,2019-10-20,2019-10-24,Standard Class,NS-18640
CA-2021-151750,2021-01-01,2021-01-05,Standard Class,JM-15250
CA-2019-106187,2019-06-23,2019-06-29,Standard Class,RF-19345
US-2020-164945,2020-11-22,2020-11-27,Standard Class,CA-12055
CA-2019-150714,2019-10-26,2019-11-01,Standard Class,KH-16690
CA-2020-105753,2020-10-20,2020-10-26,Standard Class,LC-16960
CA-2021-120894,2021-04-28,2021-05-02,Standard Class,JL-15130
CA-2020-106621,2020-09-29,2020-10-01,Second Class,DM-12955
CA-2019-107020,2019-07-10,2019-07-14,Standard Class,MV-18190
US-2019-117492,2019-08-07,2019-08-09,First Class,NS-18640
CA-2018-101392,2018-12-07,2018-12-13,Standard Class,AS-10630
CA-2019-127502,2019-12-10,2019-12-14,Standard Class,MT-17815
CA-2021-143658,2021-11-08,2021-11-13,Second Class,SR-20425
CA-2021-133046,2021-07-27,2021-08-01,Second Class,DK-13375
CA-2021-122798,2021-12-28,2022-01-01,Standard Class,SV-20935
CA-2020-169663,2020-03-10,2020-03-13,First Class,RH-19510
CA-2019-149846,2019-05-22,2019-05-26,Standard Class,SB-20185
CA-2021-159149,2021-02-17,2021-02-19,First Class,CR-12820
US-2021-167570,2021-12-08,2021-12-15,Standard Class,EG-13900
CA-2021-160122,2021-11-18,2021-11-23,Standard Class,RD-19930
CA-2020-130393,2020-12-01,2020-12-03,Second Class,JM-15865
CA-2021-144820,2021-10-03,2021-10-07,Second Class,LW-16825
CA-2021-101014,2021-08-29,2021-09-04,Standard Class,RW-19540
CA-2021-105543,2021-11-24,2021-11-24,Same Day,BG-11695
US-2021-113201,2021-06-30,2021-07-05,Standard Class,TT-21220
US-2021-106551,2021-07-22,2021-07-27,Standard Class,EB-13930
CA-2020-116722,2020-11-11,2020-11-16,Standard Class,LP-17080
CA-2018-138128,2018-12-09,2018-12-15,Standard Class,FP-14320
US-2021-150070,2021-09-07,2021-09-12,Standard Class,JA-15970
CA-2019-137064,2019-02-06,2019-02-13,Standard Class,TS-21655
CA-2021-157350,2021-08-26,2021-09-01,Standard Class,DP-13000
CA-2018-127866,2018-07-20,2018-07-23,First Class,JD-15895
CA-2019-131352,2019-10-08,2019-10-13,Standard Class,GH-14485
CA-2019-121776,2019-02-16,2019-02-21,Standard Class,RD-19585
CA-2020-118073,2020-08-12,2020-08-16,Standard Class,CS-12490
CA-2020-102561,2020-07-18,2020-07-22,Standard Class,NK-18490
CA-2020-100993,2020-02-05,2020-02-10,Standard Class,AZ-10750
US-2018-112949,2018-06-20,2018-06-27,Standard Class,Co-12640
US-2021-146822,2021-06-09,2021-06-14,Standard Class,AG-10675
US-2020-131058,2020-12-27,2020-12-31,Standard Class,EM-14140
CA-2018-167997,2018-01-26,2018-01-29,First Class,CA-11965
CA-2021-140151,2021-03-23,2021-03-25,First Class,RB-19360
US-2021-143770,2021-03-20,2021-03-24,Standard Class,RD-19720
CA-2020-131296,2020-10-04,2020-10-09,Standard Class,MS-17830
CA-2020-103464,2020-11-18,2020-11-22,Standard Class,PG-18820
CA-2021-136238,2021-12-26,2022-01-01,Standard Class,KB-16240
CA-2020-120803,2020-03-09,2020-03-13,Standard Class,RB-19465
CA-2020-134138,2020-02-16,2020-02-20,Standard Class,JD-15790
CA-2019-120915,2019-09-28,2019-10-03,Second Class,JJ-15445
CA-2019-168207,2019-11-02,2019-11-06,Standard Class,LT-17110
CA-2020-144148,2020-07-31,2020-08-05,Standard Class,AH-10690
CA-2021-107174,2021-11-06,2021-11-13,Standard Class,AB-10060
CA-2020-146150,2020-02-14,2020-02-19,Standard Class,FM-14380
CA-2018-114125,2018-07-09,2018-07-13,Standard Class,GH-14410
CA-2020-114944,2020-01-30,2020-02-04,Standard Class,HE-14800
CA-2020-135965,2020-09-22,2020-09-25,First Class,SZ-20035
CA-2021-149699,2021-12-22,2021-12-24,First Class,CM-12115
CA-2020-166429,2020-09-02,2020-09-08,Standard Class,TG-21310
CA-2019-112767,2019-08-02,2019-08-06,Standard Class,DK-12985
CA-2019-119879,2019-11-21,2019-11-25,Standard Class,SS-20410
CA-2021-155642,2021-05-18,2021-05-22,Standard Class,BM-11575
US-2021-101721,2021-07-23,2021-07-27,Standard Class,MY-17380
CA-2019-136728,2019-09-13,2019-09-17,Second Class,AG-10900
CA-2019-140375,2019-10-02,2019-10-05,Second Class,SG-20470
US-2021-155866,2021-11-17,2021-11-21,Standard Class,CC-12370
CA-2019-141327,2019-11-30,2019-12-03,First Class,LR-16915
CA-2019-136700,2019-12-06,2019-12-11,Second Class,DB-13120
CA-2021-102736,2021-09-05,2021-09-09,Standard Class,LP-17095
CA-2021-125269,2021-04-24,2021-04-30,Standard Class,AF-10870
CA-2019-114811,2019-11-08,2019-11-08,Same Day,KD-16495
CA-2019-122266,2019-04-26,2019-04-30,Standard Class,SA-20830
CA-2019-141565,2019-09-20,2019-09-24,Standard Class,BG-11035
CA-2021-128769,2021-09-07,2021-09-12,Standard Class,DM-12955
CA-2020-116337,2020-11-07,2020-11-12,Standard Class,MC-17845
CA-2019-120845,2019-09-25,2019-10-02,Standard Class,ML-17395
CA-2018-120775,2018-10-03,2018-10-07,Standard Class,RD-19930
CA-2018-152905,2018-02-18,2018-02-24,Standard Class,AB-10015
CA-2020-104633,2020-06-12,2020-06-16,Standard Class,EA-14035
CA-2021-104136,2021-11-01,2021-11-04,Second Class,SF-20065
CA-2020-123050,2020-04-04,2020-04-08,Second Class,BC-11125
CA-2020-162355,2020-06-30,2020-07-02,Second Class,PF-19165
CA-2018-158225,2018-09-22,2018-09-28,Standard Class,SE-20110
CA-2021-102204,2021-05-01,2021-05-06,Standard Class,CJ-12010
CA-2021-103065,2021-10-20,2021-10-20,Same Day,PT-19090
CA-2018-109855,2018-09-01,2018-09-05,Standard Class,LH-16900
CA-2018-109897,2018-08-12,2018-08-16,Standard Class,BW-11200
US-2018-143581,2018-08-19,2018-08-23,Standard Class,BS-11365
CA-2019-129217,2019-05-10,2019-05-10,Same Day,DP-13390
CA-2019-140221,2019-03-05,2019-03-09,Second Class,MS-17365
CA-2021-152310,2021-08-12,2021-08-19,Standard Class,DK-12895
CA-2020-118101,2020-06-26,2020-06-26,Same Day,SN-20560
CA-2020-100307,2020-12-15,2020-12-19,Standard Class,TC-21475
CA-2019-138457,2019-09-13,2019-09-17,Standard Class,AM-10705
CA-2018-131800,2018-12-30,2019-01-04,Standard Class,AJ-10960
CA-2018-118304,2018-04-29,2018-05-04,Standard Class,KH-16360
CA-2021-121790,2021-01-30,2021-02-06,Standard Class,LP-17095
CA-2020-169670,2020-12-25,2020-12-31,Standard Class,JE-15715
CA-2020-139549,2020-10-20,2020-10-25,Standard Class,MY-18295
CA-2019-104059,2019-06-13,2019-06-15,Second Class,FC-14245
CA-2021-164112,2021-06-30,2021-07-04,Standard Class,ND-18460
CA-2019-143882,2019-06-26,2019-06-30,Standard Class,DB-13360
US-2020-139262,2020-02-21,2020-02-25,Standard Class,LC-16960
CA-2021-146192,2021-04-22,2021-04-26,Standard Class,BD-11725
CA-2021-134810,2021-05-09,2021-05-10,First Class,MC-17605
CA-2019-154284,2019-12-21,2019-12-26,Second Class,SZ-20035
CA-2018-156244,2018-08-12,2018-08-16,Standard Class,DH-13675
CA-2019-106362,2019-12-11,2019-12-15,Standard Class,LC-16885
US-2021-168802,2021-11-03,2021-11-07,Standard Class,JO-15145
US-2021-146906,2021-03-13,2021-03-17,Standard Class,MT-17815
CA-2020-166380,2020-05-30,2020-06-03,Standard Class,EB-13750
US-2019-158911,2019-07-05,2019-07-11,Standard Class,RS-19765
US-2018-103338,2018-03-11,2018-03-15,Standard Class,RB-19435
CA-2019-109169,2019-04-20,2019-04-24,Standard Class,OT-18730
US-2021-167318,2021-07-26,2021-08-01,Standard Class,GZ-14545
US-2018-120313,2018-10-31,2018-11-02,Second Class,NL-18310
CA-2021-135419,2021-11-03,2021-11-09,Standard Class,BG-11740
CA-2020-128671,2020-08-11,2020-08-16,Standard Class,MT-18070
CA-2020-149335,2020-07-25,2020-07-25,Same Day,BC-11125
CA-2018-168312,2018-03-01,2018-03-07,Standard Class,GW-14605
US-2021-105935,2021-01-26,2021-01-31,Standard Class,BD-11500
CA-2018-161508,2018-07-12,2018-07-16,Standard Class,PV-18985
CA-2021-130904,2021-04-11,2021-04-16,Standard Class,HM-14980
CA-2021-133620,2021-11-13,2021-11-18,Standard Class,EM-14065
CA-2019-142937,2019-12-05,2019-12-06,First Class,SF-20065
CA-2020-130778,2020-11-19,2020-11-25,Standard Class,ND-18370
CA-2021-144456,2021-09-08,2021-09-09,First Class,FC-14245
CA-2021-103478,2021-07-21,2021-07-24,Second Class,KL-16555
CA-2021-118577,2021-10-06,2021-10-11,Standard Class,XP-21865
CA-2021-113572,2021-11-07,2021-11-11,Standard Class,FP-14320
CA-2020-153269,2020-03-09,2020-03-12,First Class,PS-18760
CA-2021-161655,2021-05-13,2021-05-18,Second Class,CW-11905
CA-2020-101469,2020-07-02,2020-07-08,Standard Class,KH-16360
CA-2018-153087,2018-12-27,2019-01-03,Standard Class,TC-20980
CA-2021-135076,2021-04-13,2021-04-17,Standard Class,YS-21880
CA-2018-161634,2018-11-14,2018-11-20,Standard Class,CC-12220
CA-2021-141481,2021-06-11,2021-06-14,First Class,ZD-21925
CA-2020-132549,2020-11-25,2020-11-30,Standard Class,JK-15370
US-2018-155544,2018-03-21,2018-03-25,Standard Class,GM-14440
US-2019-115238,2019-04-30,2019-05-04,Standard Class,JW-15220
CA-2021-132199,2021-05-03,2021-05-08,Standard Class,BO-11350
CA-2020-163174,2020-08-26,2020-08-30,Standard Class,XP-21865
CA-2018-110555,2018-04-11,2018-04-18,Standard Class,MM-18055
CA-2021-147207,2021-01-02,2021-01-04,Second Class,TS-21655
CA-2021-137631,2021-04-28,2021-05-02,Standard Class,JL-15235
CA-2021-157273,2021-01-30,2021-02-02,First Class,SZ-20035
CA-2018-109918,2018-09-07,2018-09-12,Second Class,LR-17035
CA-2020-118745,2020-06-11,2020-06-16,Standard Class,SV-20365
CA-2020-163972,2020-10-17,2020-10-21,Standard Class,MG-17890
CA-2018-165393,2018-12-27,2018-12-30,First Class,NC-18415
CA-2020-113726,2020-11-24,2020-12-01,Standard Class,SC-20680
CA-2020-152940,2020-11-10,2020-11-13,First Class,RO-19780
CA-2019-158701,2019-01-05,2019-01-10,Standard Class,JL-15175
CA-2021-156272,2021-03-21,2021-03-27,Standard Class,PW-19030
CA-2019-162964,2019-11-12,2019-11-18,Standard Class,MF-18250
CA-2018-103527,2018-09-09,2018-09-14,Second Class,CC-12220
CA-2020-134544,2020-03-17,2020-03-19,Second Class,AC-10660
CA-2020-163048,2020-02-08,2020-02-15,Standard Class,MH-17440
CA-2020-145135,2020-11-26,2020-11-28,First Class,CD-12790
CA-2021-137582,2021-09-04,2021-09-08,Standard Class,CV-12805
CA-2019-149601,2019-05-28,2019-06-03,Standard Class,TB-21625
CA-2018-139423,2018-11-01,2018-11-05,Standard Class,DG-13300
CA-2020-102596,2020-12-27,2020-12-30,First Class,RD-19810
CA-2021-153227,2021-12-04,2021-12-06,First Class,CS-12250
CA-2020-142594,2020-12-01,2020-12-06,Second Class,EJ-14155
CA-2018-152254,2018-06-30,2018-06-30,Same Day,BD-11620
US-2018-120236,2018-09-03,2018-09-04,First Class,MR-17545
CA-2021-120061,2021-11-02,2021-11-07,Second Class,SR-20425
CA-2019-133837,2019-04-13,2019-04-18,Standard Class,TH-21100
CA-2019-110814,2019-12-05,2019-12-09,Second Class,BD-11635
CA-2020-154067,2020-02-01,2020-02-07,Standard Class,SM-20950
CA-2021-140480,2021-07-08,2021-07-12,Standard Class,HE-14800
CA-2019-134082,2019-12-11,2019-12-17,Standard Class,JK-15640
CA-2020-130820,2020-11-15,2020-11-15,Same Day,ON-18715
CA-2020-159765,2020-05-09,2020-05-12,Second Class,TH-21100
CA-2021-132290,2021-03-10,2021-03-14,Standard Class,MD-17350
CA-2020-147109,2020-12-17,2020-12-21,Standard Class,AH-10075
CA-2021-107265,2021-04-06,2021-04-12,Standard Class,ML-17755
CA-2021-118199,2021-05-09,2021-05-11,First Class,LB-16795
CA-2021-150091,2021-10-12,2021-10-16,Standard Class,NP-18670
CA-2020-137652,2020-08-28,2020-08-30,First Class,EB-13750
CA-2019-128356,2019-10-02,2019-10-07,Standard Class,RP-19390
CA-2021-167017,2021-11-23,2021-11-25,First Class,DC-12850
US-2021-132220,2021-11-12,2021-11-16,Standard Class,DJ-13510
CA-2020-118129,2020-12-19,2020-12-21,Second Class,CL-12565
US-2018-113124,2018-03-30,2018-04-05,Standard Class,NC-18340
CA-2021-155621,2021-11-08,2021-11-13,Standard Class,KN-16450
US-2018-127635,2018-09-14,2018-09-18,Second Class,SC-20260
CA-2019-151470,2019-09-20,2019-09-26,Standard Class,AM-10705
CA-2018-108861,2018-05-28,2018-06-01,Standard Class,MM-17260
CA-2021-114370,2021-03-14,2021-03-17,Second Class,BN-11470
CA-2020-158302,2020-12-08,2020-12-12,Second Class,JB-16045
CA-2021-145779,2021-05-06,2021-05-10,Standard Class,DB-13615
US-2020-155173,2020-03-06,2020-03-10,Standard Class,JB-16045
CA-2021-125451,2021-10-23,2021-10-24,First Class,AH-10075
CA-2018-131387,2018-04-28,2018-04-30,First Class,AI-10855
CA-2020-125087,2020-04-18,2020-04-23,Standard Class,TH-21115
CA-2020-154081,2020-05-22,2020-05-29,Standard Class,JE-15610
US-2021-118556,2021-05-28,2021-06-02,Second Class,TH-21235
CA-2018-126200,2018-08-25,2018-08-29,Standard Class,JE-15715
CA-2018-146500,2018-08-30,2018-09-04,Standard Class,AT-10735
CA-2019-169537,2019-09-03,2019-09-07,Second Class,JH-15820
CA-2018-100881,2018-03-28,2018-04-01,Standard Class,DR-12940
CA-2019-144043,2019-05-10,2019-05-15,Standard Class,AB-10165
CA-2019-116512,2019-04-09,2019-04-14,Standard Class,MC-18100
CA-2019-101000,2019-04-09,2019-04-14,Standard Class,IG-15085
CA-2020-168557,2020-09-19,2020-09-23,Standard Class,FH-14275
US-2020-164196,2020-11-11,2020-11-17,Standard Class,AS-10285
US-2021-132031,2021-04-23,2021-04-27,Standard Class,PN-18775
CA-2019-169733,2019-10-22,2019-10-26,Second Class,GM-14500
CA-2021-169404,2021-04-09,2021-04-14,Standard Class,NC-18625
CA-2021-134880,2021-10-27,2021-11-01,Standard Class,TW-21025
CA-2019-145758,2019-10-30,2019-10-30,Same Day,BF-11020
CA-2021-158736,2021-12-18,2021-12-24,Standard Class,TT-21460
US-2020-119270,2020-03-12,2020-03-16,Standard Class,SW-20245
CA-2018-109890,2018-07-21,2018-07-27,Standard Class,PG-18820
CA-2020-138583,2020-05-24,2020-05-28,Standard Class,DP-13390
US-2021-118535,2021-02-11,2021-02-15,Standard Class,DJ-13510
CA-2020-126284,2020-09-20,2020-09-24,Standard Class,EN-13780
CA-2021-142391,2021-09-24,2021-09-24,Same Day,PB-19150
CA-2021-124716,2021-03-27,2021-03-31,Standard Class,BD-11560
CA-2020-158841,2020-02-02,2020-02-04,Second Class,SE-20110
CA-2021-106824,2021-07-07,2021-07-11,Standard Class,AT-10735
CA-2019-109190,2019-10-23,2019-10-28,Standard Class,CC-12685
CA-2020-143154,2020-12-02,2020-12-08,Standard Class,AS-10225
CA-2018-169061,2018-03-05,2018-03-08,Second Class,AB-10150
CA-2019-102316,2019-03-01,2019-03-03,Second Class,DH-13075
CA-2018-164903,2018-02-20,2018-02-24,Standard Class,SR-20740
CA-2020-109400,2020-05-02,2020-05-06,Standard Class,NR-18550
CA-2020-130400,2020-03-08,2020-03-12,Standard Class,SJ-20125
CA-2019-135853,2019-12-11,2019-12-14,First Class,CA-12775
CA-2020-103359,2020-12-22,2020-12-26,Standard Class,LC-16885
CA-2020-144645,2020-02-02,2020-02-08,Standard Class,NS-18640
CA-2021-141614,2021-06-05,2021-06-09,Standard Class,NS-18640
CA-2019-122168,2019-08-21,2019-08-26,Standard Class,HG-14965
CA-2020-132899,2020-04-07,2020-04-11,Standard Class,SF-20200
CA-2021-149720,2021-06-04,2021-06-07,Second Class,EM-14065
CA-2021-118003,2021-12-04,2021-12-10,Standard Class,DO-13645
CA-2020-141887,2020-01-11,2020-01-15,Standard Class,MP-17470
US-2020-160206,2020-04-01,2020-04-07,Standard Class,MY-18295
CA-2021-133074,2021-09-21,2021-09-25,Standard Class,DB-13615
CA-2021-161172,2021-03-16,2021-03-16,Same Day,SP-20920
CA-2021-137624,2021-11-10,2021-11-17,Standard Class,ME-17320
CA-2020-156748,2020-11-30,2020-12-06,Standard Class,BS-11755
CA-2019-169677,2019-01-13,2019-01-15,Second Class,KS-16300
US-2018-163146,2018-05-16,2018-05-20,Standard Class,CC-12475
CA-2019-157343,2019-06-07,2019-06-11,Standard Class,HD-14785
CA-2021-147354,2021-03-09,2021-03-13,Standard Class,KB-16315
CA-2019-157287,2019-12-22,2019-12-23,First Class,HR-14830
CA-2018-137575,2018-08-06,2018-08-11,Standard Class,TB-21625
CA-2020-119074,2020-03-27,2020-03-31,Standard Class,DS-13180
CA-2019-149566,2019-12-05,2019-12-10,Standard Class,GB-14530
CA-2019-126186,2019-09-11,2019-09-12,First Class,GB-14530
CA-2019-121132,2019-07-17,2019-07-24,Standard Class,VB-21745
CA-2018-140473,2018-05-30,2018-06-03,Standard Class,MC-17425
US-2021-102904,2021-11-13,2021-11-20,Standard Class,CB-12025
CA-2020-102092,2020-12-09,2020-12-11,First Class,PM-18940
CA-2019-117884,2019-03-22,2019-03-22,Same Day,DC-13285
CA-2020-132829,2020-12-23,2020-12-26,Second Class,LA-16780
CA-2020-123540,2020-04-02,2020-04-06,Second Class,DJ-13420
US-2021-108315,2021-04-30,2021-05-04,Standard Class,MH-18115
CA-2020-134110,2020-11-17,2020-11-18,First Class,BG-11035
US-2020-136581,2020-11-10,2020-11-12,First Class,SV-20365
CA-2020-162390,2020-12-06,2020-12-12,Standard Class,DP-13105
CA-2020-162222,2020-04-03,2020-04-03,Same Day,SR-20740
CA-2018-121629,2018-11-28,2018-12-02,Standard Class,BT-11680
CA-2019-164623,2019-10-20,2019-10-22,First Class,MS-17770
CA-2018-159849,2018-09-19,2018-09-19,Same Day,JK-15640
CA-2021-101273,2021-08-27,2021-08-30,Second Class,ST-20530
CA-2021-106747,2021-07-03,2021-07-04,First Class,TS-21505
CA-2021-146164,2021-12-22,2021-12-26,Standard Class,CM-12190
CA-2020-111605,2020-12-27,2021-01-02,Standard Class,JW-15955
CA-2018-130673,2018-05-20,2018-05-22,Second Class,MC-17590
CA-2018-104808,2018-02-04,2018-02-08,Second Class,MH-17440
US-2021-132927,2021-12-09,2021-12-15,Standard Class,RD-19720
CA-2021-162015,2021-07-11,2021-07-18,Standard Class,KB-16240
CA-2019-138492,2019-05-15,2019-05-22,Standard Class,FC-14335
CA-2021-145338,2021-01-29,2021-02-01,First Class,BD-11770
CA-2021-126676,2021-09-29,2021-10-01,First Class,FH-14365
CA-2021-101700,2021-04-23,2021-04-26,First Class,SO-20335
CA-2021-159667,2021-11-09,2021-11-13,Standard Class,PM-19135
CA-2018-111934,2018-05-05,2018-05-07,First Class,GD-14590
US-2020-117387,2020-10-27,2020-10-31,Standard Class,PA-19060
CA-2018-141110,2018-11-26,2018-12-01,Standard Class,LS-17200
US-2018-133949,2018-12-31,2018-12-31,Same Day,JL-15175
US-2020-116365,2020-01-03,2020-01-08,Standard Class,CA-12310
CA-2021-162936,2021-08-18,2021-08-22,Standard Class,CM-12160
CA-2018-151946,2018-06-04,2018-06-09,Standard Class,BT-11440
CA-2021-123624,2021-11-13,2021-11-17,Second Class,SE-20110
CA-2020-146437,2020-01-28,2020-02-01,Second Class,HG-14965
CA-2020-138233,2020-11-09,2020-11-14,Standard Class,PF-19165
CA-2020-165918,2020-09-10,2020-09-14,Standard Class,BD-11770
CA-2021-117513,2021-03-03,2021-03-08,Standard Class,BT-11395
CA-2021-132437,2021-09-08,2021-09-13,Second Class,EM-14095
US-2021-119319,2021-11-06,2021-11-09,Second Class,LC-17050
CA-2021-104318,2021-05-13,2021-05-18,Standard Class,FH-14275
US-2020-114230,2020-11-27,2020-12-01,Standard Class,CM-12235
CA-2019-136147,2019-11-13,2019-11-18,Standard Class,FM-14380
CA-2019-156118,2019-12-08,2019-12-12,Standard Class,HG-14965
CA-2019-164084,2019-09-07,2019-09-12,Standard Class,AG-10525
CA-2020-107783,2020-07-28,2020-07-29,First Class,OT-18730
CA-2021-159793,2021-08-25,2021-08-29,Standard Class,SV-20365
CA-2018-160094,2018-04-30,2018-05-02,First Class,JM-16195
CA-2021-151281,2021-04-27,2021-05-02,Standard Class,HM-14980
CA-2021-118346,2021-07-23,2021-07-24,First Class,PO-19180
CA-2018-129819,2018-12-13,2018-12-15,Second Class,KC-16675
US-2021-148551,2021-01-12,2021-01-16,Standard Class,DB-13120
CA-2021-147767,2021-12-02,2021-12-02,Same Day,SV-20935
CA-2019-108259,2019-11-08,2019-11-15,Standard Class,NS-18640
CA-2020-113341,2020-11-25,2020-11-29,Standard Class,MH-17455
US-2019-131842,2019-12-05,2019-12-08,First Class,RR-19525
CA-2020-164574,2020-07-29,2020-08-03,Standard Class,RH-19555
CA-2018-142769,2018-09-13,2018-09-13,Same Day,RP-19390
CA-2020-168361,2020-06-21,2020-06-25,Standard Class,KB-16600
CA-2020-153185,2020-09-03,2020-09-08,Standard Class,MH-17620
CA-2021-124765,2021-11-25,2021-11-30,Standard Class,HZ-14950
CA-2019-131856,2019-05-12,2019-05-17,Standard Class,JG-15160
CA-2021-126634,2021-03-30,2021-04-01,Second Class,AB-10165
CA-2020-118500,2020-11-17,2020-11-18,First Class,HJ-14875
